Date,Date,Open,High,Low,Close
2007-09-17,0,0.4000000059604645,0.4000000059604645,0.3499999940395355,0.4000000059604645
2007-09-18,1,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645
2007-09-20,2,0.3700000047683716,0.3700000047683716,0.3499999940395355,0.36000001430511475
2007-09-21,3,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475
2007-09-25,4,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2007-09-26,5,0.30000001192092896,0.33000001311302185,0.30000001192092896,0.3100000023841858
2007-09-27,6,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858
2007-09-28,7,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858
2007-10-01,8,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858
2007-10-02,9,0.3050000071525574,0.3199999928474426,0.3050000071525574,0.3199999928474426
2007-10-03,10,0.3199999928474426,0.3199999928474426,0.30000001192092896,0.30000001192092896
2007-10-04,11,0.30000001192092896,0.32499998807907104,0.30000001192092896,0.30000001192092896
2007-10-05,12,0.25,0.25,0.25,0.25
2007-10-08,13,0.25,0.25,0.25,0.25
2007-10-09,14,0.18000000715255737,0.18000000715255737,0.1599999964237213,0.1599999964237213
2007-10-10,15,0.16500000655651093,0.1899999976158142,0.15000000596046448,0.1899999976158142
2007-10-11,16,0.20000000298023224,0.27000001072883606,0.20000000298023224,0.27000001072883606
2007-10-12,17,0.25,0.25,0.25,0.25
2007-10-16,18,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-17,19,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-18,20,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929
2007-10-19,21,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-22,22,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-24,23,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-25,24,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-29,25,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-30,26,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-10-31,27,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-11-01,28,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684
2007-11-02,29,0.25999999046325684,0.25999999046325684,0.2549999952316284,0.2549999952316284
2007-11-05,30,0.2549999952316284,0.2549999952316284,0.2549999952316284,0.2549999952316284
2007-11-06,31,0.2549999952316284,0.2549999952316284,0.2549999952316284,0.2549999952316284
2007-11-07,32,0.2549999952316284,0.2549999952316284,0.2549999952316284,0.2549999952316284
2007-11-08,33,0.25,0.25,0.25,0.25
2007-11-09,34,0.25,0.25,0.25,0.25
2007-11-13,35,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2007-11-14,36,0.25,0.25,0.25,0.25
2007-11-15,37,0.25,0.25,0.25,0.25
2007-11-19,38,0.25,0.25,0.25,0.25
2007-11-20,39,0.2150000035762787,0.2150000035762787,0.2150000035762787,0.2150000035762787
2007-11-21,40,0.2150000035762787,0.2150000035762787,0.2150000035762787,0.2150000035762787
2007-11-26,41,0.2150000035762787,0.2150000035762787,0.2150000035762787,0.2150000035762787
2007-11-27,42,0.2150000035762787,0.2150000035762787,0.2150000035762787,0.2150000035762787
2007-11-28,43,0.22499999403953552,0.22499999403953552,0.22499999403953552,0.22499999403953552
2007-11-29,44,0.2199999988079071,0.2199999988079071,0.2199999988079071,0.2199999988079071
2007-11-30,45,0.2199999988079071,0.2199999988079071,0.2199999988079071,0.2199999988079071
2007-12-03,46,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-04,47,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-05,48,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-06,49,0.2199999988079071,0.2199999988079071,0.20000000298023224,0.20000000298023224
2007-12-07,50,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-10,51,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-11,52,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
2007-12-12,53,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
